"","Genes","median","high","max","nintynine","five","min","low","Mean","Genes","median","high","max","nintynine","five","min","low","Mean"
"1","Canx",2.02905727176624,5.37329425505914,3.10160543852774,2.6667673728039,1.31030251722836,0.413950723818154,-1.31738875628005,2.01978028625703,"Canx",2.02905727176624,5.37329425505914,3.10160543852774,2.6667673728039,1.31030251722836,0.413950723818154,-1.31738875628005,2.01978028625703
"2","Dnajc5",3.69431354602839,10.8117916417545,29.3403706218549,6.31104812262131,1.96076142422144,0.153048746874936,-3.53424305322247,3.90720616596942,"Dnajc5",3.68380535346814,10.8724662209763,8.05602232390428,6.1164357529958,1.95683403819758,0.153048746874936,-3.62778220935861,3.74345181987951
"3","Egfr",19.2482803711737,64.1207838566085,40.8265725619165,29.8536630797668,8.21047067839815,4.97221677675898,-25.529599451861,19.3229587204715,"Egfr",19.2482803711737,64.1207838566085,40.8265725619165,29.8536630797668,8.21047067839815,4.97221677675898,-25.529599451861,19.3229587204715
"4","Errfi1",30.9416275607024,102.417763251634,95.1081502564621,46.6727749132292,10.3513236847143,5.27286036939704,-41.7405238026986,30.516681592783,"Errfi1",30.9416275607024,102.417763251634,95.1081502564621,46.6727749132292,10.3513236847143,5.27286036939704,-41.7405238026986,30.516681592783
"5","Gapdh",16.4010771921903,41.9025823477015,35.5127637801296,23.7215171378884,11.7332223358856,9.94107424484055,-8.940020068948,16.8937064435698,"Gapdh",16.4010771921903,41.9025823477015,35.5127637801296,23.7215171378884,11.7332223358856,9.94107424484055,-8.940020068948,16.8937064435698
"6","Kpnb1",9.35070595697877,28.3239972496846,4692.48618781096,13.7898604071503,4.85017910912899,1.43325506909928,-9.04779978764356,23.7545243926174,"Kpnb1",9.33901760004269,28.1348774062425,27.8183191336818,13.5791940256418,4.82342287985264,1.43325506909928,-8.92472705312506,9.57820428460218
"7","Myc2",21.1245728005218,35.3282192952763,38.6826296419199,23.8587422933335,9.56067003739118,7.06713289805985,6.30728855945154,19.8964386863133,"Myc2",21.1245728005218,35.3282192952763,38.6826296419199,23.8587422933335,9.56067003739118,7.06713289805985,6.30728855945154,19.8964386863133
"8","Nras",3.08987558063096,7.53431950064567,5.39457522075064,4.47629482777653,2.18895661942369,1.58230496259716,-1.26708960878411,3.16540247610103,"Nras",3.08987558063096,7.53431950064567,5.39457522075064,4.47629482777653,2.18895661942369,1.58230496259716,-1.26708960878411,3.16540247610103
"9","P53",2.51065898731903,14.9055595973565,725.638459513685,10.9053633004567,0.758950621925359,0.0103733505701724,-9.5041593268147,7.2549372928849,"P53",2.44864453854886,13.8388394382003,14.7903632092875,6.07913179132934,0.74988412437454,0.0103733505701724,-8.6883888410909,2.86383562328115
"10","Rab7a",9.86912730334264,27.6040093529976,18.035178924729,15.0547569736643,6.77823013683716,4.2903432937875,-7.27452061387813,10.3073934602136,"Rab7a",9.86912730334264,27.6040093529976,18.035178924729,15.0547569736643,6.77823013683716,4.2903432937875,-7.27452061387813,10.3073934602136
"11","RhoA",5.16997029044366,17.9817877235187,37.1440980764085,17.5331898074938,3.52639572644647,1.25690384619204,-7.02136451801938,6.69859827687401,"RhoA",5.05761666141041,16.1388420127038,17.9071986081135,13.7035485001213,3.51163189382812,1.25690384619204,-5.55801221629545,5.9382614299677
"12","Rpap3",0.247804911259683,0.455153664850581,0.730076033556564,0.29410198841234,0.200961465991584,0.167825917461594,0.0397630666441516,0.250734749771235,"Rpap3",0.247804911259683,0.455153664850581,0.730076033556564,0.29410198841234,0.200961465991584,0.167825917461594,0.0397630666441516,0.250734749771235
"13","Sec16a",0.712414826454666,1.95640016275499,1.34851301485578,0.988560978592883,0.484025226796311,0.362729549280804,-0.521619771309524,0.723835905265516,"Sec16a",0.712414826454666,1.95640016275499,1.34851301485578,0.988560978592883,0.484025226796311,0.362729549280804,-0.521619771309524,0.723835905265516
"14","Slc2a1",5.49871736665794,14.5707943556933,10.6626611704705,7.69829304937977,2.7638864839628,1.49003924444529,-3.59045829265618,5.46058453465077,"Slc2a1",5.49871736665794,14.5707943556933,10.6626611704705,7.69829304937977,2.7638864839628,1.49003924444529,-3.59045829265618,5.46058453465077
